text,tweet_type,lang
"Seattle BLM demonstrators, after being tear gassed by police, shot and nearly run down by a civilian, have now taken over the streets outside of the police precinct. They're screening Ava DuVernay's 13th and giving away free LaCroix. However long it lasts, it's the best.",original,en
And HERE IS THE INSULT for #blacklivesmatter #GeorgeFloydMurder  #GeorgeFloyd #GeorgeFloydProtests #protests2020 #riots #JusticeForGeorgeFloyd  THE MURDERER #police officer #ThomasLane IS OUT ON BAIL! YAP! #Minneapolis #MinneapolisRiot TOLD U!NEVER CHANGE! https://t.co/kBnUY8f1eX,original,en
"After George Floyd, Some School Districts Cut Ties With Police - https://t.co/hyyCC2C0sB",original,en
"https://t.co/ZodS7zg9NB  Click Here To watch the LIVE FEED==&gt;&gt; https://t.co/ktAgC3wuMe  Be Sociable, Share!  The post George Floyd Protest ‰ÛÒ Multi LIVE Streams Seattle, WA (Formerly Police Barrier) appeared first on My IM Place SYNDICATOR.",original,en
Pandering Democrats Exploits George Floyd Death wearing African Clothing https://t.co/crmCbAmed7 via @YouTube,original,en
"https://t.co/jtMTKYljCh  Click Here To watch the LIVE FEED==&gt;&gt; https://t.co/GdmZ7ycOvy  Be Sociable, Share!  The post George Floyd Protest ‰ÛÒ Multi LIVE Streams Seattle, WA (Formerly Police Barrier) appeared first on My IM Place SYNDICATOR.",original,en
Protests Are Being Held in Small Cities and Towns Across the U.S.‰ÛÓAnd Young People Are Leading the Charge https://t.co/GRGtX2UQWf,original,en
Hundreds of Former Officials Condemn Trump‰Ûªs Response to Protests https://t.co/h0MavA5RDL,original,en
"Black teenage boy tased and beaten by NYPD at George Floyd protests, family says https://t.co/IfWENI7BGH",original,en
Seeing Trump supporters making fun of George Floyd after watching the video is disgusting. Wonder how you‰Ûªd feel if other ppl made fun of your dead grandparents.,original,en
Europeans of colour are finding their voice ‰ÛÒ it's time ‰Û÷Brussels so white' listened | Shada Islam https://t.co/uTD50AKSBa,original,en
If there‰Ûªs anything I‰Ûªve learned since George Floyd‰Ûªs death is that you can‰Ûªt teach people who don‰Ûªt wanna be taught. People who don‰Ûªt wanna teach themselves. I can‰Ûªt keep trying to argue with a person that‰Ûªs so stuck in their ways.,original,en
"If together we want to grab this extraordinary moment and carry it toward social justice, we all have to agree to do things that make us feel uncomfortable, writes Janna Malamud Smith. https://t.co/g6ZtXDjdVX",original,en
"Let me tweet this to get it off my chest. First Candace Owens said is black folks always glorify bad people and she was referring to George Floyd and I think she was wrong period for disparaging him, especially since he was killed tragically and he‰Ûªs not here to defend himself.",original,en
George Floyd died right before the 99th anniversary of the Tulsa Race Massacre. This photo essay spans the current protests ‰ÛÓ but the quotes paired with them span 100 years. https://t.co/drImg5G2De,original,en
"As a cm I‰Ûªm not mentally prepared to yell at guests for not having their masks on nor am I ready for guests to give me their bullshit excuse that they can‰Ûªt breathe. However I hope they‰Ûªre prepared for me to say, ‰ÛÏGeorge Floyd couldn‰Ûªt breathe either.‰Û",original,en
"#PoliceLivesMatter boils down to u tryna undermine the BLM movement. at the end of the day, yes its sad the police get hurt, but they chose that job, fully informed. people cant just switch skin colour, they didnt sign up for this. fuck u",original,en
The death of George Floyd inspired this powerful poem by Olive Senior | CBC Books https://t.co/Duo9WXqWEl,original,en
Statement of Solidarity with the George Floyd Uprising. #BlackLivesMatter https://t.co/BfYHwJKk26,original,en
"Yes I‰Ûªll block you for defending any of the 4 cops involved in George Floyd‰Ûªs murder. No questions asked. I don‰Ûªt want to hear your defense of people‰Ûªs participation in a system that kills people of color, and black people at alarming rates.",original,en
We're in the middle of a pandemic and the police are more well equipped than DOCTORS saving the lives of people. Move the police budget towards education and give medical students free or reduced medical tuition! #BlackLivesMatter #BlackLivesMattters  @NYGovCuomo,original,en
"Here's to 61-year-old native Minnesotan @TomLehman13, who, when asked about insensitivity to George Floyd's death, said this to those who don't understand the outcry: ""If you have no regard for that, you are a part of the problem and you need to get your shit together.""",original,en
"Film-maker Jon-Carlos Evans discusses the significance of #HBOMax pulling #GoneWithTheWind from its streaming library, in the aftermath of protests over the killing of George Floyd: https://t.co/cv4j84W5OL https://t.co/wNiGBh6LXa",original,en
"We unite with our nation‰Ûªs Black communities in outrage and grief over the killing of George Floyd at the hands of police, and for all victims‰ÛÓnamed and unnamed‰ÛÓof racist violence. Read our full statement: https://t.co/KH5nx1iMPR #BlackLivesMatter #BLM",original,en
Needs *National wide Police accountability laws (Ex. Wash state's law I940) *Go vote Trump out * Get Kap back in the NFL( ex. Ali/boxing in the 70s) * Make higher education more affordable or better payment plans * Create jobs that equal the cost of living #BLM @RealGorgeousDre,original,en
We're outraged by the atrocities committed against George Floyd and other members of the black community. We see these acts as part of a continuum. That's why we're committed to being an agency that provides opportunity to all. #BlackLivesMatter #BlackCareersMatter https://t.co/RT3x7zisgg,original,en
"Live Protests Today Updates: George Floyd, Police and BLM https://t.co/1vc1gWq49L https://t.co/Fl95herEAa",original,en
"Seattle protesters establish an autonomous zone around the abandoned police precinct. New developments in the continuing stand against state oppression. City mayor tweets reply to #Trump, ""Go back to your bunker, #blacklivesmatter""  https://t.co/hNHNz71HyW",original,en
.@HERMusicx debuts new song in honor of George Floyd https://t.co/eGlVVVYzOQ,original,en
"I am pleased to see this. I have known Officer Kirchen for a very long time. Minneapolis police officers issue open letter condemning colleague in George Floyd's death, pledge to work toward trust https://t.co/8hZdildm17",original,en
The US Military wants to break from the racist legacy of the Civil War.   Trump intervened &amp; stopped the process.     Wow!  https://t.co/tjymLTtGBd,original,en
"""George Floyd‰Ûªs last words were ‰ÛÏI can‰Ûªt breathe‰Û, which applied both literally and to his place in society."" #BLACK_LIVES_MATTER https://t.co/x3POv3midz",original,en
Tim Walz (Governor of Minnesota): Charge the Hennepin County Medical Examiner for minimizing George Floyd's C‰ÛÜ.‰ÛÜO‰ÛÜ.‰ÛÜD. - Sign the Petition! https://t.co/YZe3Z7N1xz via @Change,original,en
The Monster Cop Who Encountered George Floyd in Houston https://t.co/D4Ol7U9W3v via @YahooCanada,original,en
Pakistani Truck Artist pays Homage to George FloydåÊ https://t.co/E1Y7COn1w1 via @wordpressdotcom,original,en
A closer look at what the leaders at 35 big companies from Facebook to Bank of America said in response to the police killing of George Floyd https://t.co/idE208XTan via @WSJ,original,en
"@nygovcuomo, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/UKAkhw2C9z)  #BlackLivesMatter",original,en
This is just an intermission. I think more violence is going to erupt regardless what happens in the Ahmaud Arbery/George Floyd cases,original,en
"@FLDFS, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/hsvjRsIoJq)  #BlackLivesMatter",original,en
George Floyd Protesters Seek a ‰Û÷Diverse‰Ûª PD ‰ÛÓ But Will That Matter? https://t.co/zH9Saq51d7,original,en
"""When online technology and partisan media are designed to feed us perspectives, people and information that confirm what we already think, they fuel contempt and divide us."" Bridging work starts with bringing different perspectives in #LetsGoThere https://t.co/5ymwxJJbfu",original,en
Dismantling Police Departments https://t.co/14WZdUo33o  A thought-provoking article from the founder of Strong Towns. ST publishes my essays: https://t.co/pIoGxl8sz4 #BLM #urbandesign  #humanrights #socialequity #ADA30,original,en
BLM protesters and pro-cop supporters chase off white nationalist group https://t.co/Fpx0xZWTtI #georgefloyd,original,en
".@BlumenauerMedia The killing of George Floyd &amp; #COVID19 has exposed centuries of systemic racism. When this type of injustice occurs, we must seek THE TRUTH, which is why 40 countries &amp; the @UN support truth &amp; healing commissions. Support H.Con.Res.100 | @BetterWorldOrg",original,en
"‰ÛÏThis committee should honor [George Floyd's] memory and recognize the significance of his death by taking up the Justice in Policing Act. Instead, the committee is advancing a judicial nominee with an anti-civil rights record.‰Û ‰ÛÓ@SenKamalaHarris https://t.co/i3e6y4kkAc",original,en
WHEN IS THIS GONNA STOP _Ù÷Á_Ù÷Á ARE YOU FUCKING SERIOUS. WHITE PEOPLE USE YOUR VOICES!! WTF IS WRONG WITH THESE POLICE _Ù__‰Û‰ªâ•ü @BRforTHEPEOPLE #BlackLivesMattters #BLM https://t.co/m23pDdjUzR,original,en
".@SenJeffMerkley The killing of George Floyd &amp; #COVID19 has exposed centuries of systemic racism. When this type of injustice occurs, we must seek THE TRUTH, which is why 40 countries &amp; the @UN support truth &amp; healing commissions. Support H.Con.Res.100 | @BetterWorldOrg",original,en
"RT BarackObama: Over the past few weeks, we‰Ûªve seen young people in every corner of the country step up and become leaders. Through organization and mobilization, they‰Ûªre showing us how we can sustain this momentum to bring about real change. https://t.co/k49xWW82b3",original,en
WSJ‰Ûªs Darren Everson spoke with black professionals to discuss their experiences and what changes they‰Ûªd like to see in America. The killing of George Floyd sparked protests over police brutality and systemic racism. https://t.co/vahMpORmgu,original,en
Want to get involved in our electoral system? First step ‰ÛÒ register to vote: https://t.co/wH5Ldyu7eC,original,en
"Baptisms, Miracles Break Out in Minneapolis Near Site of George Floyd's Death: https://t.co/LFjMFIpk17",original,en
"New Jersey Corrections Officer Suspended, Fed-Ex Worker Fired for Mocking George Floyd Death During Black Lives Matter Protest https://t.co/BgZTHtmMlU",original,en
"George Floyd -A Change Gon Come- Cover by Vo, SandyRedd, Slique Jay Adam... https://t.co/nRtZ92CJpf via @YouTube",original,en
".@RonWyden The killing of George Floyd &amp; #COVID19 has exposed centuries of systemic racism. When this type of injustice occurs, we must seek THE TRUTH, which is why 40 countries &amp; the @UN support truth &amp; healing commissions. Support H.Con.Res.100 | @BetterWorldOrg",original,en
